method,sequence,frame,view,projection_ssim,projection_lpips
pointfilter_selected10,OrangeKettlebell,0070,y_neg,0.6493250101471153,0.4504494071006775
pointfilter_selected10,OrangeKettlebell,0070,z_pos,0.7493205648992332,0.2889063358306885
pointfilter_selected10,OrangeKettlebell,0070,z_neg,0.7494876820280761,0.28732702136039734
crcir_aftercomp_4x_selected10,OrangeKettlebell,0070,x_pos,0.5119148903031988,0.5519313812255859
crcir_aftercomp_4x_selected10,OrangeKettlebell,0070,x_neg,0.5180432052937282,0.557015061378479
crcir_aftercomp_4x_selected10,OrangeKettlebell,0070,y_pos,0.7058446251261546,0.3437216281890869
crcir_aftercomp_4x_selected10,OrangeKettlebell,0070,y_neg,0.6877576633570414,0.3746557831764221
crcir_aftercomp_4x_selected10,OrangeKettlebell,0070,z_pos,0.7716802412654395,0.23130685091018677
crcir_aftercomp_4x_selected10,OrangeKettlebell,0070,z_neg,0.7713379669315951,0.22867533564567566
cg_baseline,OrangeKettlebell,0080,x_pos,0.49595603128632093,0.6303107142448425
cg_baseline,OrangeKettlebell,0080,x_neg,0.5019526145392189,0.6401499509811401
cg_baseline,OrangeKettlebell,0080,y_pos,0.5126825301877129,0.6067860722541809
cg_baseline,OrangeKettlebell,0080,y_neg,0.5057523088504924,0.6091547012329102
cg_baseline,OrangeKettlebell,0080,z_pos,0.7374081933150572,0.2807105481624603
cg_baseline,OrangeKettlebell,0080,z_neg,0.7434897817116483,0.28065967559814453
pointfilter_selected10,OrangeKettlebell,0080,x_pos,0.4995291841398665,0.6249765157699585
pointfilter_selected10,OrangeKettlebell,0080,x_neg,0.5004483141676509,0.63282710313797
pointfilter_selected10,OrangeKettlebell,0080,y_pos,0.5067155005896408,0.6327289938926697
pointfilter_selected10,OrangeKettlebell,0080,y_neg,0.5024260325771622,0.6281777620315552
pointfilter_selected10,OrangeKettlebell,0080,z_pos,0.7534804356934627,0.2628915309906006
pointfilter_selected10,OrangeKettlebell,0080,z_neg,0.7561616875509637,0.266616553068161
crcir_aftercomp_4x_selected10,OrangeKettlebell,0080,x_pos,0.5265525768809695,0.5554707646369934
crcir_aftercomp_4x_selected10,OrangeKettlebell,0080,x_neg,0.5315046308725312,0.5607078075408936
crcir_aftercomp_4x_selected10,OrangeKettlebell,0080,y_pos,0.5258705816862675,0.5440973043441772
crcir_aftercomp_4x_selected10,OrangeKettlebell,0080,y_neg,0.5147060127614549,0.5627105236053467
crcir_aftercomp_4x_selected10,OrangeKettlebell,0080,z_pos,0.7414084008304096,0.2784311771392822
crcir_aftercomp_4x_selected10,OrangeKettlebell,0080,z_neg,0.7466803857779926,0.28039273619651794
cg_baseline,OrangeKettlebell,0090,x_pos,0.4978298064966389,0.6171071529388428
cg_baseline,OrangeKettlebell,0090,x_neg,0.5085984947371543,0.6312882900238037
cg_baseline,OrangeKettlebell,0090,y_pos,0.5647118092957718,0.5592459440231323
cg_baseline,OrangeKettlebell,0090,y_neg,0.5563106822703678,0.5668466687202454
cg_baseline,OrangeKettlebell,0090,z_pos,0.7173733459546087,0.32962581515312195
cg_baseline,OrangeKettlebell,0090,z_neg,0.7243796908281421,0.32578665018081665
pointfilter_selected10,OrangeKettlebell,0090,x_pos,0.4957537214385838,0.6074958443641663
pointfilter_selected10,OrangeKettlebell,0090,x_neg,0.5050001808752188,0.6174885034561157
pointfilter_selected10,OrangeKettlebell,0090,y_pos,0.5551989257769842,0.5690473318099976
pointfilter_selected10,OrangeKettlebell,0090,y_neg,0.5491822474725053,0.570589542388916
pointfilter_selected10,OrangeKettlebell,0090,z_pos,0.7343257568243233,0.31859320402145386
pointfilter_selected10,OrangeKettlebell,0090,z_neg,0.7352700034416687,0.3140447735786438
crcir_aftercomp_4x_selected10,OrangeKettlebell,0090,x_pos,0.5183722544955028,0.5364616513252258
crcir_aftercomp_4x_selected10,OrangeKettlebell,0090,x_neg,0.5400734870352601,0.5473220348358154
crcir_aftercomp_4x_selected10,OrangeKettlebell,0090,y_pos,0.579194943888607,0.4944477081298828
crcir_aftercomp_4x_selected10,OrangeKettlebell,0090,y_neg,0.5707120864544852,0.5063194036483765
crcir_aftercomp_4x_selected10,OrangeKettlebell,0090,z_pos,0.7231738698613911,0.32027193903923035
crcir_aftercomp_4x_selected10,OrangeKettlebell,0090,z_neg,0.7298374889420979,0.3151690661907196
